Ordi,S,N,P,R,DDX,DDY,DDZ,DDX5,DDY5,DDX10,DDY10,LX,D5,D10,TDS,TDB,TDN,DB,DS,DN
Ordi,S,N,P,R,DDX,DDY,DDZ,DDX5,DDY5,DDX10,DDY10,LX,D5,D10,TDS,TDB,TDN(et),DB,DS,DN(et)
序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
2053,600405,动力源,12.29,-0.57,-0.281,-0.498,-7.63,-0.229,-0.582,-1.032,-1.996,0,1,3,1.71,3.97,-2.25,17.1,19.95,-2.85
2054,2104,恒宝股份,14.72,0.07,-0.281,-0.44,-21.7,0.012,-0.313,-1.145,-1.643,0,3,4,1.44,9.42,-7.98,28.62,31.83,-3.2
2055,600776,东方通信,10.17,0,-0.282,-0.203,-30.21,-0.84,-0.569,-1.927,-2.332,0,1,1,3.7,13.83,-10.12,21.1,32.27,-11.17
2056,2395,双象股份,11.82,-2.48,-0.283,-0.425,-17.28,-0.641,-0.438,-1.287,-1.574,0,2,3,0.75,3.69,-2.95,21.48,29.12,-7.63
2057,818,方大化工,3.85,1.58,-0.284,-0.178,-6.06,-0.334,-0.655,-1.099,-2.879,0,1,4,8.55,9.01,-0.46,17.26,21.39,-4.14
2058,2440,闰土股份,19.5,3.01,-0.285,0.632,2.55,-0.216,0.532,-1.917,-3.559,0,1,2,14.33,7.88,6.45,22.21,33.55,-11.34
2059,600859,王府井,18.63,-1.17,-0.287,-0.492,-19.25,-0.525,-0.281,-0.203,0.37,0,1,3,4.91,12.28,-7.37,20.34,23.7,-3.35
2060,600608,上海科技,7.42,-0.27,-0.287,-0.3,-22,-0.068,0.276,-1.016,-0.643,0,2,2,0,2.84,-2.84,10.98,25.39,-14.41
2061,300017,网宿科技,58.29,-1.37,-0.287,-0.406,-15.32,0.311,0.422,-1.816,-2.158,0,2,3,11.05,14.49,-3.44,34.65,37.51,-2.86
2062,300195,长荣股份,30.75,-0.74,-0.288,-0.473,-19.76,0.278,-1.15,1.575,-3.628,0,3,6,0,7.81,-7.81,14.99,20.42,-5.42
2063,300170,汉得信息,13.91,-2.11,-0.288,-0.792,-16.46,-0.339,-0.401,-1.384,-2.332,0,3,5,4.07,8.82,-4.75,22.83,25.29,-2.46
2064,300012,华测检测,18.82,-0.79,-0.288,-0.572,-18.64,-0.72,-0.994,-1.61,-2.479,0,0,2,0,1.26,-1.26,12.25,23.38,-11.13
2065,862,银星能源,7.98,-0.99,-0.288,-0.623,-21.17,-0.388,-1.005,0.769,-0.45,0,2,4,0,0,0,21.64,32.78,-11.14
2066,603369,今世缘,27.1,-0.29,-0.289,-0.649,-9.14,-0.122,-0.505,-2.132,-3.65,0,2,2,0.62,3.49,-2.87,20.7,23.12,-2.42
2067,600784,鲁银投资,5.8,-0.85,-0.289,-0.242,-18.79,-0.578,-0.127,-0.246,-0.24,0,1,3,0,7.08,-7.08,14.33,22.34,-8.01
2068,600743,华远地产,3.3,-1.79,-0.289,-0.05,-23.13,-0.117,0.343,-0.251,0.133,0,2,3,10.6,35.2,-24.6,23.35,18.96,4.39
2069,518,四环生物,4.07,-0.25,-0.29,-0.221,-17.34,0.149,0.21,0.495,-0.431,0,3,5,1.51,7.74,-6.22,21.6,28.24,-6.64
2070,2121,科陆电子,12.94,-0.69,-0.291,-0.363,-15.71,-0.713,-0.875,-0.584,-0.759,0,1,3,1.98,5.09,-3.11,17.74,25.4,-7.66
2071,600551,时代出版,19.36,-0.51,-0.293,-0.361,-19.87,-0.74,-0.639,-2.015,-2.082,0,1,1,2.97,7.02,-4.05,24.24,32.06,-7.82
2072,2385,大北农,13.66,-0.65,-0.295,-0.283,-33.74,-0.852,-0.895,-0.851,-0.966,0,0,2,7.32,15.32,-8.01,27.59,37.83,-10.24
2073,2373,千方科技,21.45,0.28,-0.295,-0.423,-26.16,-1.567,-1.828,-2.036,-2.837,0,1,3,0,0,0,17.8,34.47,-16.66
2074,11,深物业A,7.99,-0.62,-0.295,-0.434,-16.3,-1.33,-1.498,-2.175,-3.189,0,0,2,2.91,3.89,-0.99,12.42,22.92,-10.5
2075,300334,津膜科技,23.22,-0.81,-0.3,-0.474,-14.79,1.598,1.491,0.523,-0.346,0,2,3,1.77,9.51,-7.74,27.26,27.61,-0.35
2076,300031,宝通带业,7.05,-0.14,-0.3,-0.716,-11.05,0.343,0.993,-1.029,-2.281,0,3,4,0,3.27,-3.27,18.07,21.3,-3.23
2077,2459,*ST天业,12.18,-1.54,-0.3,-0.372,-43.58,-1.033,-1.057,-1.604,-1.658,0,1,2,0,7.89,-7.89,29.72,43.87,-14.15
2078,507,珠海港,5.67,-0.35,-0.3,-0.419,-5.81,0.926,-1.309,0.326,-2.824,0,2,4,4.27,5.34,-1.07,26.11,28.41,-2.3
2079,300235,方直科技,21.22,-0.84,-0.301,-1.054,-8.53,0.283,-0.339,-2.271,-6.364,0,3,4,5.44,2.97,2.48,17.61,23.79,-6.18
2080,600232,金鹰股份,5.86,-0.17,-0.302,-0.223,-18.3,-0.604,-0.23,0.25,0.264,0,1,5,2.31,0,2.31,24.94,40.39,-15.45
2081,600051,宁波联合,9.39,-0.42,-0.303,-0.41,-13.98,-5.358,-3.74,-6.615,-5.851,0,0,4,0,5.51,-5.51,19.86,23.91,-4.05
2082,2563,森马服饰,30.99,-0.77,-0.303,-0.139,-23.93,0.133,0.699,-0.096,0.199,0,3,4,0,0.41,-0.41,7.46,28.56,-21.1
2083,300332,天壕节能,13.86,0.07,-0.304,-0.547,-16.78,-1.075,-1.016,-3.396,-4.477,0,1,1,2.04,3.7,-1.66,20.74,28.75,-8.01
2084,587,金叶珠宝,12.04,0.58,-0.304,-0.211,-22.31,-0.57,-0.686,-2.637,-3.216,0,2,3,4.23,7.41,-3.18,23.89,36.51,-12.63
2085,600548,深高速,4.83,-1.23,-0.305,-0.075,-47.37,-0.466,-0.01,-0.627,-0.323,0,1,2,2.99,42.93,-39.95,22.42,21.49,0.93
2086,2595,豪迈科技,26.48,-0.82,-0.306,-0.395,-15.84,-0.912,-0.778,-1.188,-1.115,0,0,2,5.9,8.48,-2.58,15.39,23.34,-7.95
2087,2484,江海股份,18.55,-1.38,-0.306,-0.435,-28.74,-0.446,-0.694,-1.257,-2.022,0,2,3,1.18,0,1.18,12.24,32.75,-20.51
2088,2341,新纶科技,20.54,-0.58,-0.307,-0.195,-30.83,-1.194,-0.679,-1.369,-0.939,0,0,2,1.45,8.41,-6.96,39.29,50.74,-11.45
2089,813,天山纺织,9.08,0.11,-0.307,-1.02,-11.93,1.162,3.256,0.996,2.294,0,2,4,8.51,13.17,-4.67,39.96,37.97,1.99
2090,600721,百花村,9.38,-1.16,-0.308,-0.228,-11.73,-1.053,-0.558,-1.126,-1.577,0,0,2,0,0.12,-0.12,11.53,21.57,-10.04
2091,300323,华灿光电,13.32,-0.22,-0.308,-1.156,-12.37,0.305,-0.329,-1.767,-3.992,0,3,4,7.4,4.16,3.24,17.92,26.01,-8.1
2092,601599,鹿港科技,9.48,-1.15,-0.309,-0.625,-18.57,-1.12,-2.321,-1.387,-2.383,0,1,3,0,0.59,-0.59,11.27,23.3,-12.02
2093,600242,中昌海运,7.06,-0.42,-0.309,-0.337,-11.38,-0.465,-0.826,-1.176,-1.65,0,1,2,0,6.09,-6.09,19.31,21.67,-2.36
2094,600866,星湖科技,6.93,-1.56,-0.312,-0.587,-28.59,-1.073,-1.423,-1.555,-2.133,0,0,1,2.07,10.15,-8.07,20.89,27.78,-6.89
2095,300296,利亚德,23.71,-0.71,-0.312,-0.591,-17.61,-1.754,-2.505,-3.322,-4.647,0,0,1,0,0,0,22.82,32.59,-9.76
2096,683,远兴能源,4.3,-0.46,-0.312,-0.435,-30.8,-0.001,-0.026,-0.732,-1.468,0,3,5,3.32,5.79,-2.47,18.43,34.17,-15.74
2097,2390,信邦制药,21.61,-2.22,-0.313,-1.003,-20.95,-0.888,-1.224,-0.763,-0.826,0,3,7,7.04,12.69,-5.66,29.59,30.26,-0.68
2098,935,四川双马,6.3,-0.16,-0.313,-0.605,-11.94,-0.437,-0.635,-1.934,-4.315,0,2,3,0,9.2,-9.2,10.16,9.75,0.41
2099,2254,泰和新材,11.02,-0.54,-0.314,-0.06,-15.27,-0.109,0.553,-0.883,-0.668,0,2,3,2.54,4.3,-1.77,14.47,27.04,-12.57
2100,760,斯太尔,13.97,-1.13,-0.314,-0.494,-28.61,-0.41,-0.933,-0.369,-0.764,0,2,4,0.65,7.52,-6.87,24.17,32.84,-8.68
2101,600714,金瑞矿业,10.1,1.1,-0.316,-0.006,-15.7,-0.548,-0.188,-0.82,-0.634,0,2,3,0,10.82,-10.82,8.33,13.13,-4.79
2102,600145,*ST国创,4.52,-0.22,-0.316,-0.157,-14.86,-1.093,-0.197,-1.971,-1.382,0,0,1,0,2.49,-2.49,14.72,25.22,-10.5
2103,2693,双成药业,14.24,-0.14,-0.316,-0.516,-17.22,0.816,0.905,-0.036,-0.661,0,3,3,0.02,0.65,-0.63,8.43,20.77,-12.34
2104,300009,安科生物,17.96,-1.05,-0.317,-0.463,-21.59,0.131,0.305,0.583,0.041,0,3,6,3.44,5.84,-2.4,11.86,24.11,-12.25
2105,63,中兴通讯,14.33,-0.42,-0.317,-0.279,-37.94,-0.233,-0.126,-0.72,-0.514,0,2,4,14.56,28.92,-14.36,29.28,33.09,-3.81
2106,300286,安科瑞,26.79,-0.89,-0.318,-1.344,-8.38,-0.119,-0.823,-1.788,-4.137,0,1,1,0,0,0,11.15,16.05,-4.9
2107,2351,漫步者,14.13,-0.7,-0.32,-0.511,-15.3,-0.169,-0.898,-0.753,-1.717,0,2,4,0,3.24,-3.24,15.37,22.65,-7.27
2108,24,招商地产,12.49,-0.72,-0.322,-0.329,-26.26,0.339,0.082,1.746,1.142,0,3,8,8.9,15.91,-7,33.02,38.95,-5.93
2109,600289,亿阳信通,10.52,-0.75,-0.325,-0.442,-14.87,0.291,0.356,-0.443,-0.556,0,2,4,4.84,12.52,-7.68,34.84,34.27,0.57
2110,600560,金自天正,11.64,-0.85,-0.326,-0.317,-22.1,-0.496,-0.728,2.538,-1.706,0,2,7,0,13.93,-13.93,23.19,24.44,-1.25
2111,2164,*ST东力,5.26,2.14,-0.326,-0.243,-20.12,-1.138,-0.732,-0.981,-0.863,0,1,2,8.18,12.78,-4.6,19.08,28.57,-9.49
2112,985,大庆华科,15.11,0.27,-0.327,0.013,-18.02,-0.025,0.079,-0.017,-0.423,0,2,5,0,6.02,-6.02,13.02,25.16,-12.14
2113,419,通程控股,6.48,-1.82,-0.327,-0.567,-11.36,0.022,-0.476,-0.025,-1.039,0,2,6,1.88,5.96,-4.07,16.3,19.58,-3.28
2114,601890,亚星锚链,10.37,3.08,-0.328,-0.086,-9.7,-0.46,0.199,-0.62,0.319,0,1,2,2.57,5.16,-2.59,24.32,30.24,-5.92
2115,300331,苏大维格,35,1.83,-0.328,-0.355,-11.83,-1.639,-1.394,-0.952,-1.144,0,1,5,8.61,11.99,-3.38,30.84,33.7,-2.85
2116,2230,科大讯飞,28.61,-0.87,-0.329,-0.476,-19.66,0.89,0.933,-0.003,-0.335,0,4,6,11.49,16.16,-4.66,31.54,35.08,-3.54
2117,300282,汇冠股份,25.6,-0.51,-0.33,-0.396,-16.28,-2.358,-1.925,-3.195,-2.886,0,0,0,0,0,0,14.12,26.36,-12.24
2118,300152,燃控科技,13.28,0.45,-0.33,-0.161,-10.42,-0.777,-1.605,-1.228,-2.101,0,1,4,1.19,8.33,-7.14,27.59,28.64,-1.06
2119,2719,麦趣尔,31.16,-1.17,-0.33,-1.407,-9.18,-3.682,-4.639,-6.575,-10.85,0,1,2,0,4.58,-4.58,15.43,15.46,-0.03
2120,995,皇台酒业,10.12,-0.3,-0.33,-0.168,-23.55,-0.59,-0.362,-1.378,-2.036,0,2,3,0,0,0,29.92,47.45,-17.53
2121,600640,号百控股,20.48,-0.15,-0.331,-0.328,-13.35,0.124,0.365,-2.391,-2.998,0,2,2,5.47,9.81,-4.34,31.63,35.08,-3.46
2122,300246,宝莱特,25.45,-1.74,-0.331,-0.5,-15.07,3.343,4.198,2.359,2.224,0,4,5,1.19,1.09,0.1,28.46,36.88,-8.42
2123,881,大连国际,7.57,-0.92,-0.332,-0.702,-17.95,-1.828,-2.928,-1.138,-3.494,0,1,3,0,3.5,-3.5,13.95,21.88,-7.92
2124,300029,天龙光电,10.03,-0.99,-0.333,-0.674,-11.05,-0.558,-1.04,-0.531,-2.861,0,2,4,7.31,1.56,5.75,15.84,27.8,-11.95
2125,2518,科士达,21.34,-0.65,-0.333,-0.414,-23.86,-0.548,-0.307,-1.706,-0.241,0,0,0,1.42,6.98,-5.56,24.2,33.01,-8.8
2126,2036,宜科科技,8.97,-0.33,-0.333,-0.428,-26.52,0.015,0.051,-0.473,-1.221,0,3,3,0,0,0,9.02,28.75,-19.74
2127,300290,荣科科技,20.02,0.3,-0.334,-0.353,-7.49,-1.18,-2.145,-3.153,-4.992,0,1,3,1.83,0,1.83,14.83,22.42,-7.58
2128,59,华锦股份,7.14,-0.56,-0.334,-0.541,-27.62,-0.512,-0.702,-1.736,-2.3,0,2,3,4.01,8.28,-4.28,24.57,33.98,-9.41
2129,300116,坚瑞消防,7.93,-1.12,-0.335,-0.76,-14.66,-1.662,-1.063,-2.644,-3.573,0,1,3,0,2.33,-2.33,14.21,21.2,-6.99
2130,600846,同济科技,9.12,-0.65,-0.337,-0.475,-16.71,-0.202,0.196,-2.032,-2.08,0,2,4,1.19,3.09,-1.9,16.93,26.43,-9.5
2131,300220,金运激光,50,-2.99,-0.337,-0.438,-9.54,0.055,-1.577,-0.398,-2.307,0,1,3,7.94,14.36,-6.42,27.04,25.71,1.33
2132,300123,太阳鸟,9.49,1.93,-0.337,-0.053,-7.2,-0.469,-0.553,-0.925,-1.764,0,2,3,0.17,5.07,-4.9,21.55,23.42,-1.87
2133,2095,生 意 宝,29.78,-0.7,-0.337,-0.427,-20.12,-0.284,-0.211,-2.448,-3.532,0,3,4,0.56,7.13,-6.56,23.25,29.22,-5.97
2134,2571,德力股份,13.09,-0.76,-0.339,-0.866,-11.86,0.033,0.096,-3.511,-6.53,0,1,2,0.3,1.28,-0.98,18.27,24.02,-5.75
2135,600063,皖维高新,3.15,-0.63,-0.34,-0.29,-26.05,-0.016,-0.071,-0.478,-0.382,0,3,5,2.55,12.43,-9.88,25.79,32.94,-7.14
2136,599,青岛双星,5.33,-1.3,-0.34,-0.439,-19.2,-0.575,-0.937,-0.92,-1.675,0,2,3,0,2.27,-2.27,8.67,21.38,-12.71
2137,600661,新南洋,29.79,-2.49,-0.341,-0.342,-26.97,-0.425,-0.52,-1.371,-1.271,0,3,4,1.78,7.12,-5.34,17.15,30.57,-13.42
2138,300147,香雪制药,19.93,-1.34,-0.345,-0.25,-50.7,-0.533,-0.744,-0.876,-1.385,0,0,0,8.19,25.29,-17.1,26.74,37.79,-11.05
2139,2684,猛狮科技,26.91,-0.81,-0.345,-0.529,-22.07,-2.17,-3.115,-2.324,-4.4,0,1,3,1.71,2.87,-1.16,24.42,35.61,-11.18
2140,2400,省广股份,24.11,-1.91,-0.345,-0.587,-47.17,-0.051,-0.194,-0.398,-0.839,0,3,3,11.2,21.83,-10.62,22.91,30.71,-7.8
2141,909,数源科技,9.61,-0.41,-0.345,-0.194,-16.91,-0.62,-0.029,-0.747,-0.2,0,1,3,0,5.16,-5.16,22.86,31.13,-8.27
2142,868,安凯客车,5.44,-1.09,-0.345,-0.545,-25.28,0.028,-0.085,-0.897,-2.037,0,3,4,0.67,6.37,-5.7,20.21,29.49,-9.28
2143,600576,万好万家,18.31,-2.45,-0.346,-0.42,-12.77,-1.368,-2.256,-0.296,-2.246,0,2,7,4.06,3.87,0.19,23.69,31.92,-8.23
2144,531,穗恒运Ａ,8.94,0.56,-0.346,-0.353,-10.74,0.283,1.046,-0.098,0.483,0,2,3,4.8,10.09,-5.29,21.86,23.89,-2.03
2145,600630,龙头股份,10.72,-0.28,-0.35,-0.437,-16.61,1.336,1.888,0.398,0.581,0,3,3,39.96,36.96,3,16.76,25.55,-8.79
2146,2414,高德红外,23.01,-2.58,-0.35,-0.54,-17.08,-0.884,-1.527,-1.2,-2.28,0,2,4,4.31,8.9,-4.59,23.5,28.23,-4.73
2147,600373,中文传媒,16.14,-1.53,-0.352,-0.458,-40.57,-0.436,-0.157,-1.452,-1.311,0,2,2,4.35,17.1,-12.75,20.01,29.59,-9.58
2148,2653,海思科,20.7,-0.43,-0.352,-0.726,-24.54,-0.252,-3.466,1.34,-3.736,0,1,4,2.03,5.37,-3.34,25.18,33.46,-8.28
2149,601231,环旭电子,33.18,0.36,-0.354,-0.8,-24.24,-2.123,-2.74,-2.121,-3.194,0,1,4,0.31,1.02,-0.71,23.8,34.83,-11.03
2150,300371,汇中股份,27.04,0.26,-0.354,-0.276,-4.7,0.484,1.351,-0.695,-2.067,0,3,5,2.1,3.82,-1.72,13.03,15.3,-2.27
2151,2480,新筑股份,9.2,-0.65,-0.355,-0.362,-42.73,-0.957,-0.949,-1.294,-1.23,0,1,1,3.83,16.42,-12.6,27.14,37.64,-10.49
2152,300071,华谊嘉信,15.83,-1,-0.356,-0.454,-16.68,-0.207,-0.231,-0.592,-1.339,0,2,4,0,9.68,-9.68,15.11,17.61,-2.5
2153,151,中成股份,13.87,-1.49,-0.356,-0.826,-19.7,-1.087,-1.212,-2.804,-4.525,0,0,0,7.35,8.64,-1.29,19.71,27.51,-7.8
2154,300241,瑞丰光电,17.79,-2.09,-0.357,-0.771,-24.48,-0.429,-1.967,0.973,-1.094,0,2,6,0.42,1.84,-1.42,18.99,30.8,-11.81
2155,300150,世纪瑞尔,17.51,-2.34,-0.357,-0.638,-26.99,-1.107,-1.273,-0.434,-1.069,0,0,2,1.02,6.17,-5.15,16.62,27.47,-10.85
2156,797,中国武夷,8.48,-1.17,-0.357,-0.461,-23.83,0.618,1.153,0.719,1.168,0,2,5,2.61,0.26,2.36,20.9,37.84,-16.94
2157,14,沙河股份,12.3,-0.81,-0.357,-0.345,-34.88,-0.789,-0.652,-1.289,-1.324,0,1,3,3.63,3.33,0.3,27.12,47.52,-20.4
2158,300189,神农大丰,6.94,0.14,-0.359,-0.534,-12.32,0.936,1.689,0.028,-0.683,0,3,4,1.94,2.19,-0.25,19.94,27.62,-7.67
2159,829,天音控股,8.9,-0.56,-0.36,-0.549,-25.31,-0.606,-1.228,-1.961,-3.96,0,0,0,0.82,7.34,-6.52,16.15,25.73,-9.58
2160,2705,新宝股份,15.32,-0.52,-0.362,-0.696,-7.67,-0.563,-0.483,-1.666,-2.667,0,2,3,5.83,2.44,3.39,12.96,21.33,-8.37
2161,600791,京能置业,5.18,-0.38,-0.363,-0.234,-30.15,-0.638,-0.195,-0.913,-0.563,0,1,2,0,10.75,-10.75,19.04,31.41,-12.38
2162,2313,日海通讯,14,-0.5,-0.363,-0.554,-17.33,-1.218,-0.169,-0.993,-0.87,0,0,2,2.95,8.91,-5.96,29.73,32.67,-2.94
2163,600509,天富能源,8.88,-1,-0.364,-0.335,-35.21,-0.05,-0.081,-0.084,-0.181,0,2,4,3.44,21.4,-17.96,25.06,28.52,-3.46
2164,2649,博彦科技,37.16,-1.04,-0.365,-0.36,-17.15,0.26,0.435,-0.747,-0.955,0,2,3,3.53,4.79,-1.26,30.11,39.25,-9.14
2165,600171,上海贝岭,10.28,-0.58,-0.366,-0.291,-26.43,-0.307,-0.335,-0.68,-0.61,0,2,3,6.63,18.03,-11.4,23.2,29.03,-5.84
2166,404,华意压缩,6.33,-0.47,-0.366,-0.539,-26.13,-1.006,-1.105,-1.807,-3.098,0,0,0,0,2.19,-2.19,17.2,31.66,-14.46
2167,600233,大杨创世,12.33,-2.68,-0.368,-0.186,-10.95,1.973,1.022,2.17,0.836,0,4,7,1.9,1.41,0.49,18.08,27.88,-9.79
2168,600148,长春一东,15.12,-1.24,-0.368,-0.576,-23.7,-0.513,-0.626,-0.731,-0.974,0,2,3,0.19,2.41,-2.21,14.88,28.22,-13.34
2169,2634,棒杰股份,19.68,-0.61,-0.368,-0.797,-14.11,-0.522,0.18,-1.347,-0.721,0,2,3,0,0,0,12.82,22.2,-9.38
2170,969,安泰科技,10.47,-0.48,-0.37,-0.406,-34.41,-0.761,-0.555,-1.188,-0.936,0,1,3,2.64,16.34,-13.7,25.96,31.87,-5.91
2171,2490,山东墨龙,9.54,-0.93,-0.375,-0.688,-16.73,-0.927,-0.548,-1.378,-1.552,0,1,3,3.11,5.53,-2.42,17.88,25.27,-7.38
2172,300365,恒华科技,33.11,-0.75,-0.376,-0.951,-13.56,2.371,1.996,1.192,-1.11,0,3,3,0,0,0,12.55,21.26,-8.71
2173,600988,赤峰黄金,11.75,1.38,-0.377,-0.418,-6.86,-0.431,-0.287,-2.452,-3.804,0,2,2,6.23,6.37,-0.14,24.87,29.12,-4.25
2174,922,佳电股份,14.95,-0.47,-0.377,-0.508,-9.26,-3.199,-3.742,-7.465,-10.338,0,0,0,8.35,7.98,0.37,30.5,35.4,-4.9
2175,600575,皖江物流,4.11,0.24,-0.379,-0.211,-13.04,-0.637,-0.28,-0.763,0.036,0,2,4,1.12,6.87,-5.75,29.14,33.36,-4.21
2176,705,浙江震元,10.29,1.38,-0.379,-0.672,-10.43,-4.269,-4.661,-5.842,-7.893,0,0,0,2.56,4.45,-1.9,25.56,29.34,-3.78
2177,2196,方正电机,16.38,2.18,-0.38,-1.354,-8,0.484,0.544,0.071,-0.788,0,3,3,4.11,4.16,-0.04,22.32,25.52,-3.2
2178,600128,弘业股份,10.67,-1.3,-0.381,-0.559,-22.86,-0.474,-0.178,-0.298,0.253,0,1,4,1.4,4.93,-3.53,24.08,33.71,-9.63
2179,2308,威创股份,8.89,-1.66,-0.382,-0.39,-25.15,0.863,0.461,0.858,0.478,0,2,5,1.04,11.51,-10.47,25.08,30.57,-5.49
2180,2698,博实股份,26.4,-1.57,-0.383,-0.987,-20.23,-1.01,-2.295,-0.493,-2.156,0,3,7,1.99,4.19,-2.2,15.54,24.25,-8.7
2181,2650,加加食品,11.42,-1.13,-0.383,-0.447,-18.99,-0.093,-1.422,-0.211,-2.116,0,2,6,0,2.97,-2.97,26.6,35.56,-8.96
2182,601012,隆基股份,20.59,-0.1,-0.385,-0.447,-17.49,-0.898,-0.769,-1.226,-1.008,0,1,3,10.59,10.26,0.33,34.75,43.08,-8.33
2183,2602,世纪华通,21.9,-0.9,-0.385,-0.685,-37.08,-1.308,-1.458,-2.912,-3.911,0,0,0,3.18,5.95,-2.77,20.26,35.99,-15.73
2184,2661,克明面业,34.7,0,-0.386,-0.458,-19.36,-0.402,-0.766,-0.754,-3.3,0,3,5,0.02,0,0.02,12.21,26.95,-14.74
2185,517,荣安地产,6.7,-1.9,-0.387,-0.57,-25.72,0.122,-0.309,0.027,-1.02,0,2,5,2.64,5.59,-2.95,28.07,38.12,-10.06
2186,2045,国光电器,6.74,0.6,-0.388,-0.325,-20.78,-0.833,-0.623,-1.594,-2.198,0,1,2,2.77,1.8,0.97,18.66,34.84,-16.17
2187,600557,康缘药业,26.55,-1.04,-0.389,-0.394,-47.66,-0.631,-0.558,-0.699,-0.715,0,1,3,4.44,16.56,-12.12,36.62,46.03,-9.41
2188,600389,江山股份,31.49,-0.63,-0.389,-0.309,-36.57,-0.84,-0.429,-1.288,-1.03,0,1,1,1.4,9.44,-8.05,25.87,41.41,-15.54
2189,300164,通源石油,13.33,-0.6,-0.389,-0.631,-34.08,-0.877,-1.074,-1.31,-2.537,0,1,2,5.44,7.16,-1.72,18.71,34.8,-16.09
2190,600306,*ST商城,8.84,-1.23,-0.39,-0.428,-23.75,-0.575,-0.659,-0.607,-0.618,0,2,5,4.81,3.39,1.41,27.23,42.36,-15.13
2191,739,普洛药业,7.74,0.13,-0.391,-0.373,-28.11,-1.225,-0.952,-1.53,-1.819,0,1,2,0.82,7.37,-6.55,19.55,32.39,-12.84
2192,2455,百川股份,10.16,-1.07,-0.396,-0.319,-13.18,-0.423,-0.301,1.698,3.051,0,2,5,3.35,3.35,0,14.32,24.79,-10.48
2193,600747,大连控股,6.24,-1.73,-0.398,-0.523,-25.5,-0.488,-0.5,-0.577,-0.645,0,2,4,8.68,15.8,-7.13,31.09,35.75,-4.66
2194,793,华闻传媒,13.49,-1.24,-0.398,-0.506,-38.43,-1.351,-1.412,-0.905,-0.789,0,0,3,5.03,16.83,-11.8,32.03,37.71,-5.68
2195,300084,海默科技,24.35,-0.94,-0.399,-0.514,-26.6,-2.082,-2.486,-3.611,-3.823,0,0,1,1.71,4.35,-2.64,23.11,36.22,-13.11
2196,300027,华谊兄弟,23.82,-1.24,-0.401,-0.53,-29.55,0.725,0.935,-0.474,-1.221,0,3,3,19.98,28.51,-8.53,31.46,33.25,-1.79
2197,600668,尖峰集团,12.3,0.33,-0.402,-0.355,-19.09,-2.577,-2.31,-2.534,-3.069,0,0,3,6.1,12.11,-6.01,30.65,36.04,-5.39
2198,300307,慈星股份,10.95,0.55,-0.403,0.036,-4.95,1.244,3.016,-2.521,-3.217,0,3,4,2.45,7.42,-4.98,18.86,18.88,-0.02
2199,300367,东方网力,88.11,-2.1,-0.406,-0.494,-17.27,0.002,-0.213,-0.353,-1.072,0,3,4,1.12,0,1.12,28.24,39.59,-11.36
2200,300104,乐视网,39.1,-1.76,-0.406,-0.491,-34.85,-0.091,0.112,-1.258,-1.508,0,2,3,5.54,19.17,-13.63,31.35,34.29,-2.94
2201,598,兴蓉投资,5.71,2.33,-0.406,0.289,-0.54,4.249,5.476,3.507,4.074,0,3,4,15.67,21.83,-6.15,32.18,27.9,4.28
2202,600285,羚锐制药,8.5,-0.7,-0.407,-0.461,-10.76,-0.384,0.625,-2.584,-1.784,0,2,3,7.16,4.79,2.37,19.28,28.81,-9.53
2203,2512,达华智能,16.91,-0.29,-0.407,-0.47,-34.27,-1.885,-1.622,-2.305,-1.887,0,0,1,1.95,21.08,-19.13,29.4,28.66,0.74
2204,600057,象屿股份,7.86,-0.13,-0.408,-0.262,-10.12,0.46,1.104,-0.398,0.243,0,3,3,0.38,3.69,-3.32,22.77,27.53,-4.76
2205,300347,泰格医药,32.29,-1.55,-0.41,-0.712,-30.98,-0.375,-0.725,-0.315,-0.819,0,2,4,0,1.69,-1.69,13.24,30.88,-17.64
2206,2018,华星化工,9.03,0.22,-0.412,-0.502,-23.49,-2.442,-2.794,-6.37,-7.341,0,0,0,1.27,4.1,-2.83,23.97,35.52,-11.56
2207,600719,大连热电,7.98,-0.25,-0.417,-0.237,-21.04,-0.305,0.25,-0.649,-0.837,0,3,6,0,0,0,9.77,28.22,-18.45
2208,600827,百联股份,12.56,-1.41,-0.421,-0.454,-41.37,-0.406,-0.404,-0.704,-0.72,0,1,2,3.41,16.1,-12.69,30.58,39,-8.42
2209,600749,西藏旅游,11.1,-0.45,-0.421,-0.693,-16.83,-0.314,-0.666,-3.478,-5.019,0,2,3,1.85,0.02,1.83,15.34,28.3,-12.96
2210,300295,三六五网,117.26,-1.94,-0.421,-0.695,-16.42,1.707,1.798,-0.104,-0.7,0,3,3,2.5,5.1,-2.59,31.9,37.09,-5.19
2211,2567,唐人神,8.21,-0.24,-0.421,-0.401,-38.96,0.126,0.06,-0.262,-0.735,0,2,5,0,4.55,-4.55,20.94,41.67,-20.73
2212,2718,友邦吊顶,59.81,-0.75,-0.422,-0.682,-16.47,-1.381,-1.001,-2.949,-5.634,0,1,2,3.66,5.34,-1.68,12.31,21.8,-9.49
